Data Point 	Date 	Time 	Aerosol mg/m^3
1	11/17/22	10:34:39	0.008
2	11/17/22	10:35:39	0.009
3	11/17/22	10:36:39	0.009
4	11/17/22	10:37:39	0.007
5	11/17/22	10:38:39	0.011
6	11/17/22	10:39:39	0.011
7	11/17/22	10:40:39	0.008
8	11/17/22	10:41:39	0.007
9	11/17/22	10:42:39	0.008
10	11/17/22	10:43:39	0.005
11	11/17/22	10:44:39	0.007
12	11/17/22	10:45:39	0.005
13	11/17/22	10:46:39	0.005
14	11/17/22	10:47:39	0.005
15	11/17/22	10:48:39	0.005
16	11/17/22	10:49:39	0.004
17	11/17/22	10:50:39	0.004
18	11/17/22	10:51:39	0.005
19	11/17/22	10:52:39	0.007
20	11/17/22	10:53:39	0.007
21	11/17/22	10:54:39	0.006
22	11/17/22	10:55:39	0.005
23	11/17/22	10:56:39	0.005
24	11/17/22	10:57:39	0.007
25	11/17/22	10:58:39	0.005
26	11/17/22	10:59:39	0.005
27	11/17/22	11:00:39	0.005
28	11/17/22	11:01:39	0.004
29	11/17/22	11:02:39	0.005
30	11/17/22	11:03:39	0.007
31	11/17/22	11:04:39	0.005
32	11/17/22	11:05:39	0.005
33	11/17/22	11:06:39	0.005
34	11/17/22	11:07:39	0.004
35	11/17/22	11:08:39	0.005
36	11/17/22	11:09:39	0.004
37	11/17/22	11:10:39	0.005
38	11/17/22	11:11:39	0.005
39	11/17/22	11:12:39	0.005
40	11/17/22	11:13:39	0.005
41	11/17/22	11:14:39	0.005
42	11/17/22	11:15:39	0.005
43	11/17/22	11:16:39	0.005
44	11/17/22	11:17:39	0.004
45	11/17/22	11:18:39	0.004
46	11/17/22	11:19:39	0.005
47	11/17/22	11:20:39	0.005
48	11/17/22	11:21:39	0.005
49	11/17/22	11:22:39	0.005
50	11/17/22	11:23:39	0.006
51	11/17/22	11:24:39	0.006
52	11/17/22	11:25:39	0.005
53	11/17/22	11:26:39	0.004
54	11/17/22	11:27:39	0.007
55	11/17/22	11:28:39	0.005
56	11/17/22	11:29:39	0.004
57	11/17/22	11:30:39	0.004
58	11/17/22	11:31:39	0.004
59	11/17/22	11:32:39	0.004
60	11/17/22	11:33:39	0.004
61	11/17/22	11:34:39	0.004
62	11/17/22	11:35:39	0.005
63	11/17/22	11:36:39	0.004
64	11/17/22	11:37:39	0.005
65	11/17/22	11:38:39	0.007
66	11/17/22	11:39:39	0.004
67	11/17/22	11:40:39	0.004
68	11/17/22	11:41:39	0.005
69	11/17/22	11:42:39	0.005
70	11/17/22	11:43:39	0.006
71	11/17/22	11:44:39	0.007
72	11/17/22	11:45:39	0.005
73	11/17/22	11:46:39	0.009
74	11/17/22	11:47:39	0.007
75	11/17/22	11:48:39	0.007
76	11/17/22	11:49:39	0.005
77	11/17/22	11:50:39	0.004
78	11/17/22	11:51:39	0.006
79	11/17/22	11:52:39	0.004
80	11/17/22	11:53:39	0.005
81	11/17/22	11:54:39	0.004
82	11/17/22	11:55:39	0.005
83	11/17/22	11:56:39	0.003
84	11/17/22	11:57:39	0.004
85	11/17/22	11:58:39	0.004
86	11/17/22	11:59:39	0.005
87	11/17/22	12:00:39	0.005
88	11/17/22	12:01:39	0.005
89	11/17/22	12:02:39	0.004
90	11/17/22	12:03:39	0.006
91	11/17/22	12:04:39	0.005
92	11/17/22	12:05:39	0.005
93	11/17/22	12:06:39	0.004
94	11/17/22	12:07:39	0.005
95	11/17/22	12:08:39	0.005
96	11/17/22	12:09:39	0.004
97	11/17/22	12:10:39	0.004
98	11/17/22	12:11:39	0.004
99	11/17/22	12:12:39	0.005
100	11/17/22	12:13:39	0.004
101	11/17/22	12:14:39	0.004
102	11/17/22	12:15:39	0.004
103	11/17/22	12:16:39	0.004
104	11/17/22	12:17:39	0.004
105	11/17/22	12:18:39	0.005
106	11/17/22	12:19:39	0.004
107	11/17/22	12:20:39	0.004
108	11/17/22	12:21:39	0.004
109	11/17/22	12:22:39	0.008
110	11/17/22	12:23:39	0.007
111	11/17/22	12:24:39	0.004
112	11/17/22	12:25:39	0.003
113	11/17/22	12:26:39	0.004
114	11/17/22	12:27:39	0.005
115	11/17/22	12:28:39	0.003
116	11/17/22	12:29:39	0.003
117	11/17/22	12:30:39	0.004
118	11/17/22	12:31:39	0.004
119	11/17/22	12:32:39	0.003
120	11/17/22	12:33:39	0.003
121	11/17/22	12:34:39	0.004
122	11/17/22	12:35:39	0.004
123	11/17/22	12:36:39	0.004
124	11/17/22	12:37:39	0.004
125	11/17/22	12:38:39	0.004
126	11/17/22	12:39:39	0.005
127	11/17/22	12:40:39	0.003
128	11/17/22	12:41:39	0.004
129	11/17/22	12:42:39	0.003
130	11/17/22	12:43:39	0.004
131	11/17/22	12:44:39	0.003
132	11/17/22	12:45:39	0.004
133	11/17/22	12:46:39	0.004
134	11/17/22	12:47:39	0.006
135	11/17/22	12:48:39	0.003
136	11/17/22	12:49:39	0.006
137	11/17/22	12:50:39	0.004
138	11/17/22	12:51:39	0.003
139	11/17/22	12:52:39	0.003
140	11/17/22	12:53:39	0.003
141	11/17/22	12:54:39	0.004
142	11/17/22	12:55:39	0.004
143	11/17/22	12:56:39	0.004
144	11/17/22	12:57:39	0.004
145	11/17/22	12:58:39	0.004
146	11/17/22	12:59:39	0.005
147	11/17/22	13:00:39	0.003
148	11/17/22	13:01:39	0.006
149	11/17/22	13:02:39	0.005
150	11/17/22	13:03:39	0.004
151	11/17/22	13:04:39	0.004
152	11/17/22	13:05:39	0.003
153	11/17/22	13:06:39	0.004
154	11/17/22	13:07:39	0.005
155	11/17/22	13:08:39	0.005
156	11/17/22	13:09:39	0.006
157	11/17/22	13:10:39	0.005
158	11/17/22	13:11:39	0.004
159	11/17/22	13:12:39	0.005
160	11/17/22	13:13:39	0.005
161	11/17/22	13:14:39	0.004
162	11/17/22	13:15:39	0.005
163	11/17/22	13:16:39	0.004
164	11/17/22	13:17:39	0.004
165	11/17/22	13:18:39	0.004
166	11/17/22	13:19:39	0.004
167	11/17/22	13:20:39	0.005
168	11/17/22	13:21:39	0.006
169	11/17/22	13:22:39	0.005
170	11/17/22	13:23:39	0.005
171	11/17/22	13:24:39	0.004
172	11/17/22	13:25:39	0.005
173	11/17/22	13:26:39	0.005
174	11/17/22	13:27:39	0.004
175	11/17/22	13:28:39	0.003
176	11/17/22	13:29:39	0.005
