Data Point 	Date 	Time 	Aerosol mg/m^3
1	3/27/23	18:03:21	0.015
2	3/27/23	18:04:21	0.017
3	3/27/23	18:05:21	0.014
4	3/27/23	18:06:21	0.014
5	3/27/23	18:07:21	0.014
6	3/27/23	18:08:21	0.014
7	3/27/23	18:09:21	0.014
8	3/27/23	18:10:21	0.014
9	3/27/23	18:11:21	0.014
10	3/27/23	18:12:21	0.014
11	3/27/23	18:13:21	0.014
12	3/27/23	18:14:21	0.014
13	3/27/23	18:15:21	0.014
14	3/27/23	18:16:21	0.014
15	3/27/23	18:17:21	0.014
16	3/27/23	18:18:21	0.014
17	3/27/23	18:19:21	0.014
18	3/27/23	18:20:21	0.014
19	3/27/23	18:21:21	0.014
20	3/27/23	18:22:21	0.014
21	3/27/23	18:23:21	0.014
22	3/27/23	18:24:21	0.014
23	3/27/23	18:25:21	0.014
24	3/27/23	18:26:21	0.014
25	3/27/23	18:27:21	0.014
26	3/27/23	18:28:21	0.016
27	3/27/23	18:29:21	0.014
28	3/27/23	18:30:21	0.015
29	3/27/23	18:31:21	0.014
30	3/27/23	18:32:21	0.014
31	3/27/23	18:33:21	0.015
32	3/27/23	18:34:21	0.014
33	3/27/23	18:35:21	0.014
34	3/27/23	18:36:21	0.014
35	3/27/23	18:37:21	0.014
36	3/27/23	18:38:21	0.015
37	3/27/23	18:39:21	0.014
38	3/27/23	18:40:21	0.015
39	3/27/23	18:41:21	0.014
40	3/27/23	18:42:21	0.014
41	3/27/23	18:43:21	0.014
42	3/27/23	18:44:21	0.015
43	3/27/23	18:45:21	0.014
44	3/27/23	18:46:21	0.015
45	3/27/23	18:47:21	0.014
46	3/27/23	18:48:21	0.014
47	3/27/23	18:49:21	0.014
48	3/27/23	18:50:21	0.016
49	3/27/23	18:51:21	0.014
50	3/27/23	18:52:21	0.014
51	3/27/23	18:53:21	0.014
52	3/27/23	18:54:21	0.014
53	3/27/23	18:55:21	0.014
54	3/27/23	18:56:21	0.014
55	3/27/23	18:57:21	0.014
56	3/27/23	18:58:21	0.014
57	3/27/23	18:59:21	0.015
58	3/27/23	19:00:21	0.014
59	3/27/23	19:01:21	0.015
60	3/27/23	19:02:21	0.015
61	3/27/23	19:03:21	0.014
62	3/27/23	19:04:21	0.014
63	3/27/23	19:05:21	0.015
64	3/27/23	19:06:21	0.015
65	3/27/23	19:07:21	0.015
66	3/27/23	19:08:21	0.015
67	3/27/23	19:09:21	0.015
68	3/27/23	19:10:21	0.015
69	3/27/23	19:11:21	0.015
70	3/27/23	19:12:21	0.015
71	3/27/23	19:13:21	0.014
72	3/27/23	19:14:21	0.014
73	3/27/23	19:15:21	0.014
74	3/27/23	19:16:21	0.014
75	3/27/23	19:17:21	0.014
76	3/27/23	19:18:21	0.014
77	3/27/23	19:19:21	0.014
78	3/27/23	19:20:21	0.014
79	3/27/23	19:21:21	0.014
80	3/27/23	19:22:21	0.014
81	3/27/23	19:23:21	0.015
82	3/27/23	19:24:21	0.014
83	3/27/23	19:25:21	0.014
84	3/27/23	19:26:21	0.014
85	3/27/23	19:27:21	0.014
86	3/27/23	19:28:21	0.014
87	3/27/23	19:29:21	0.014
88	3/27/23	19:30:21	0.014
89	3/27/23	19:31:21	0.014
90	3/27/23	19:32:21	0.014
91	3/27/23	19:33:21	0.014
92	3/27/23	19:34:21	0.014
93	3/27/23	19:35:21	0.014
94	3/27/23	19:36:21	0.014
95	3/27/23	19:37:21	0.014
96	3/27/23	19:38:21	0.014
97	3/27/23	19:39:21	0.014
98	3/27/23	19:40:21	0.015
99	3/27/23	19:41:21	0.014
100	3/27/23	19:42:21	0.014
101	3/27/23	19:43:21	0.014
102	3/27/23	19:44:21	0.015
103	3/27/23	19:45:21	0.014
104	3/27/23	19:46:21	0.014
105	3/27/23	19:47:21	0.014
106	3/27/23	19:48:21	0.014
107	3/27/23	19:49:21	0.014
108	3/27/23	19:50:21	0.015
109	3/27/23	19:51:21	0.015
110	3/27/23	19:52:21	0.015
111	3/27/23	19:53:21	0.015
112	3/27/23	19:54:21	0.015
113	3/27/23	19:55:21	0.016
114	3/27/23	19:56:21	0.015
115	3/27/23	19:57:21	0.016
116	3/27/23	19:58:21	0.016
117	3/27/23	19:59:21	0.016
118	3/27/23	20:00:21	0.016
119	3/27/23	20:01:21	0.015
120	3/27/23	20:02:21	0.016
121	3/27/23	20:03:21	0.016
122	3/27/23	20:04:21	0.016
123	3/27/23	20:05:21	0.015
124	3/27/23	20:06:21	0.016
125	3/27/23	20:07:21	0.016
126	3/27/23	20:08:21	0.015
127	3/27/23	20:09:21	0.016
128	3/27/23	20:10:21	0.017
129	3/27/23	20:11:21	0.014
130	3/27/23	20:12:21	0.015
131	3/27/23	20:13:21	0.014
132	3/27/23	20:14:21	0.014
133	3/27/23	20:15:21	0.014
134	3/27/23	20:16:21	0.014
135	3/27/23	20:17:21	0.014
136	3/27/23	20:18:21	0.014
137	3/27/23	20:19:21	0.014
138	3/27/23	20:20:21	0.014
139	3/27/23	20:21:21	0.014
140	3/27/23	20:22:21	0.014
141	3/27/23	20:23:21	0.014
142	3/27/23	20:24:21	0.016
143	3/27/23	20:25:21	0.014
144	3/27/23	20:26:21	0.014
145	3/27/23	20:27:21	0.014
146	3/27/23	20:28:21	0.014
147	3/27/23	20:29:21	0.014
148	3/27/23	20:30:21	0.014
149	3/27/23	20:31:21	0.015
150	3/27/23	20:32:21	0.014
151	3/27/23	20:33:21	0.014
152	3/27/23	20:34:21	0.014
153	3/27/23	20:35:21	0.014
154	3/27/23	20:36:21	0.014
155	3/27/23	20:37:21	0.015
156	3/27/23	20:38:21	0.015
157	3/27/23	20:39:21	0.014
158	3/27/23	20:40:21	0.015
159	3/27/23	20:41:21	0.015
160	3/27/23	20:42:21	0.014
161	3/27/23	20:43:21	0.015
162	3/27/23	20:44:21	0.015
163	3/27/23	20:45:21	0.016
164	3/27/23	20:46:21	0.015
165	3/27/23	20:47:21	0.014
166	3/27/23	20:48:21	0.014
167	3/27/23	20:49:21	0.015
168	3/27/23	20:50:21	0.016
169	3/27/23	20:51:21	0.014
170	3/27/23	20:52:21	0.015
171	3/27/23	20:53:21	0.015
172	3/27/23	20:54:21	0.015
173	3/27/23	20:55:21	0.014
174	3/27/23	20:56:21	0.014
175	3/27/23	20:57:21	0.014
176	3/27/23	20:58:21	0.014
177	3/27/23	20:59:21	0.014
178	3/27/23	21:00:21	0.014
179	3/27/23	21:01:21	0.014
180	3/27/23	21:02:21	0.014
181	3/27/23	21:03:21	0.014
182	3/27/23	21:04:21	0.013
183	3/27/23	21:05:21	0.013
184	3/27/23	21:06:21	0.013
185	3/27/23	21:07:21	0.014
186	3/27/23	21:08:21	0.014
187	3/27/23	21:09:21	0.013
188	3/27/23	21:10:21	0.014
189	3/27/23	21:11:21	0.014
190	3/27/23	21:12:21	0.013
191	3/27/23	21:13:21	0.014
192	3/27/23	21:14:21	0.014
193	3/27/23	21:15:21	0.013
194	3/27/23	21:16:21	0.014
195	3/27/23	21:17:21	0.014
196	3/27/23	21:18:21	0.014
197	3/27/23	21:19:21	0.014
198	3/27/23	21:20:21	0.014
199	3/27/23	21:21:21	0.014
200	3/27/23	21:22:21	0.014
201	3/27/23	21:23:21	0.014
202	3/27/23	21:24:21	0.014
203	3/27/23	21:25:21	0.014
204	3/27/23	21:26:21	0.014
205	3/27/23	21:27:21	0.014
206	3/27/23	21:28:21	0.014
207	3/27/23	21:29:21	0.015
208	3/27/23	21:30:21	0.015
209	3/27/23	21:31:21	0.014
210	3/27/23	21:32:21	0.015
211	3/27/23	21:33:21	0.015
212	3/27/23	21:34:21	0.014
213	3/27/23	21:35:21	0.014
214	3/27/23	21:36:21	0.014
215	3/27/23	21:37:21	0.014
216	3/27/23	21:38:21	0.014
217	3/27/23	21:39:21	0.014
218	3/27/23	21:40:21	0.015
219	3/27/23	21:41:21	0.014
220	3/27/23	21:42:21	0.014
221	3/27/23	21:43:21	0.014
222	3/27/23	21:44:21	0.014
223	3/27/23	21:45:21	0.014
224	3/27/23	21:46:21	0.016
225	3/27/23	21:47:21	0.014
226	3/27/23	21:48:21	0.014
227	3/27/23	21:49:21	0.015
228	3/27/23	21:50:21	0.014
229	3/27/23	21:51:21	0.015
230	3/27/23	21:52:21	0.015
231	3/27/23	21:53:21	0.014
232	3/27/23	21:54:21	0.014
233	3/27/23	21:55:21	0.015
234	3/27/23	21:56:21	0.015
235	3/27/23	21:57:21	0.014
236	3/27/23	21:58:21	0.014
237	3/27/23	21:59:21	0.014
238	3/27/23	22:00:21	0.014
239	3/27/23	22:01:21	0.014
240	3/27/23	22:02:21	0.014
241	3/27/23	22:03:21	0.014
242	3/27/23	22:04:21	0.014
243	3/27/23	22:05:21	0.015
244	3/27/23	22:06:21	0.014
245	3/27/23	22:07:21	0.015
246	3/27/23	22:08:21	0.014
247	3/27/23	22:09:21	0.015
248	3/27/23	22:10:21	0.014
249	3/27/23	22:11:21	0.014
250	3/27/23	22:12:21	0.014
251	3/27/23	22:13:21	0.014
252	3/27/23	22:14:21	0.015
253	3/27/23	22:15:21	0.016
254	3/27/23	22:16:21	0.015
255	3/27/23	22:17:21	0.015
256	3/27/23	22:18:21	0.015
257	3/27/23	22:19:21	0.018
258	3/27/23	22:20:21	0.015
259	3/27/23	22:21:21	0.015
260	3/27/23	22:22:21	0.019
261	3/27/23	22:23:21	0.015
262	3/27/23	22:24:21	0.017
263	3/27/23	22:25:21	0.015
264	3/27/23	22:26:21	0.02
265	3/27/23	22:27:21	0.015
266	3/27/23	22:28:21	0.016
267	3/27/23	22:29:21	0.016
268	3/27/23	22:30:21	0.018
269	3/27/23	22:31:21	0.021
270	3/27/23	22:32:21	0.026
271	3/27/23	22:33:21	0.034
272	3/27/23	22:34:21	0.04
273	3/27/23	22:35:21	0.055
274	3/27/23	22:36:21	0.066
275	3/27/23	22:37:21	0.063
276	3/27/23	22:38:21	0.059
277	3/27/23	22:39:21	0.057
278	3/27/23	22:40:21	0.051
279	3/27/23	22:41:21	0.038
280	3/27/23	22:42:21	0.035
281	3/27/23	22:43:21	0.039
282	3/27/23	22:44:21	0.039
283	3/27/23	22:45:21	0.04
284	3/27/23	22:46:21	0.039
285	3/27/23	22:47:21	0.041
286	3/27/23	22:48:21	0.042
287	3/27/23	22:49:21	0.039
288	3/27/23	22:50:21	0.035
289	3/27/23	22:51:21	0.032
290	3/27/23	22:52:21	0.029
291	3/27/23	22:53:21	0.023
292	3/27/23	22:54:21	0.026
293	3/27/23	22:55:21	0.026
294	3/27/23	22:56:21	0.032
295	3/27/23	22:57:21	0.033
296	3/27/23	22:58:21	0.028
297	3/27/23	22:59:21	0.027
298	3/27/23	23:00:21	0.026
299	3/27/23	23:01:21	0.026
300	3/27/23	23:02:21	0.024
301	3/27/23	23:03:21	0.025
302	3/27/23	23:04:21	0.024
303	3/27/23	23:05:21	0.023
304	3/27/23	23:06:21	0.021
305	3/27/23	23:07:21	0.023
306	3/27/23	23:08:21	0.023
307	3/27/23	23:09:21	0.024
308	3/27/23	23:10:21	0.023
309	3/27/23	23:11:21	0.023
310	3/27/23	23:12:21	0.021
311	3/27/23	23:13:21	0.024
312	3/27/23	23:14:21	0.027
313	3/27/23	23:15:21	0.023
314	3/27/23	23:16:21	0.02
315	3/27/23	23:17:21	0.019
316	3/27/23	23:18:21	0.019
317	3/27/23	23:19:21	0.017
318	3/27/23	23:20:21	0.017
319	3/27/23	23:21:21	0.018
320	3/27/23	23:22:21	0.017
321	3/27/23	23:23:21	0.018
322	3/27/23	23:24:21	0.016
