Data Point 	Date 	Time 	Aerosol mg/m^3
1	3/3/23	17:54:40	0.005
2	3/3/23	17:59:40	0.004
3	3/3/23	18:04:40	0.004
4	3/3/23	18:09:40	0.004
5	3/3/23	18:14:40	0.004
6	3/3/23	18:19:40	0.005
7	3/3/23	18:24:40	0.004
8	3/3/23	18:29:40	0.004
9	3/3/23	18:34:40	0.004
10	3/3/23	18:39:40	0.005
11	3/3/23	18:44:40	0.005
12	3/3/23	18:49:40	0.004
13	3/3/23	18:54:40	0.004
14	3/3/23	18:59:40	0.006
15	3/3/23	19:04:40	0.008
16	3/3/23	19:09:40	0.009
17	3/3/23	19:14:40	0.007
18	3/3/23	19:19:40	0.006
19	3/3/23	19:24:40	0.006
20	3/3/23	19:29:40	0.006
21	3/3/23	19:34:40	0.006
22	3/3/23	19:39:40	0.009
23	3/3/23	19:44:40	0.009
24	3/3/23	19:49:40	0.011
25	3/3/23	19:54:40	0.01
26	3/3/23	19:59:40	0.009
27	3/3/23	20:04:40	0.034
28	3/3/23	20:09:40	0.01
29	3/3/23	20:14:40	0.009
30	3/3/23	20:19:40	0.01
31	3/3/23	20:24:40	0.011
32	3/3/23	20:29:40	0.016
33	3/3/23	20:34:40	0.013
34	3/3/23	20:39:40	0.008
35	3/3/23	20:44:40	0.007
36	3/3/23	20:49:40	0.007
37	3/3/23	20:54:40	0.007
38	3/3/23	20:59:40	0.008
39	3/3/23	21:04:40	0.008
40	3/3/23	21:09:40	0.007
41	3/3/23	21:14:40	0.006
42	3/3/23	21:19:40	0.007
43	3/3/23	21:24:40	0.007
44	3/3/23	21:29:40	0.008
45	3/3/23	21:34:40	0.008
46	3/3/23	21:39:40	0.008
47	3/3/23	21:44:40	0.008
48	3/3/23	21:49:40	0.009
49	3/3/23	21:54:40	0.008
50	3/3/23	21:59:40	0.007
51	3/3/23	22:04:40	0.007
52	3/3/23	22:09:40	0.007
53	3/3/23	22:14:40	0.007
54	3/3/23	22:19:40	0.008
55	3/3/23	22:24:40	0.007
56	3/3/23	22:29:40	0.008
57	3/3/23	22:34:40	0.007
58	3/3/23	22:39:40	0.008
59	3/3/23	22:44:40	0.007
60	3/3/23	22:49:40	0.008
61	3/3/23	22:54:40	0.007
62	3/3/23	22:59:40	0.008
63	3/3/23	23:04:40	0.008
64	3/3/23	23:09:40	0.007
65	3/3/23	23:14:40	0.008
66	3/3/23	23:19:40	0.009
67	3/3/23	23:24:40	0.008
68	3/3/23	23:29:40	0.009
69	3/3/23	23:34:40	0.009
70	3/3/23	23:39:40	0.008
71	3/3/23	23:44:40	0.009
72	3/3/23	23:49:40	0.009
73	3/3/23	23:54:40	0.008
74	3/3/23	23:59:40	0.009
75	3/4/23	0:04:40	0.008
76	3/4/23	0:09:40	0.009
77	3/4/23	0:14:40	0.009
78	3/4/23	0:19:40	0.009
79	3/4/23	0:24:40	0.008
80	3/4/23	0:29:40	0.009
81	3/4/23	0:34:40	0.009
82	3/4/23	0:39:40	0.009
83	3/4/23	0:44:40	0.009
84	3/4/23	0:49:40	0.009
85	3/4/23	0:54:40	0.008
86	3/4/23	0:59:40	0.008
87	3/4/23	1:04:40	0.009
88	3/4/23	1:09:40	0.008
89	3/4/23	1:14:40	0.009
90	3/4/23	1:19:40	0.009
91	3/4/23	1:24:40	0.008
92	3/4/23	1:29:40	0.008
93	3/4/23	1:34:40	0.008
94	3/4/23	1:39:40	0.009
95	3/4/23	1:44:40	0.01
96	3/4/23	1:49:40	0.008
97	3/4/23	1:54:40	0.009
98	3/4/23	1:59:40	0.009
99	3/4/23	2:04:40	0.009
100	3/4/23	2:09:40	0.009
101	3/4/23	2:14:40	0.01
102	3/4/23	2:19:40	0.011
103	3/4/23	2:24:40	0.009
104	3/4/23	2:29:40	0.009
105	3/4/23	2:34:40	0.009
106	3/4/23	2:39:40	0.009
107	3/4/23	2:44:40	0.01
108	3/4/23	2:49:40	0.009
109	3/4/23	2:54:40	0.01
110	3/4/23	2:59:40	0.009
111	3/4/23	3:04:40	0.009
112	3/4/23	3:09:40	0.01
113	3/4/23	3:14:40	0.009
114	3/4/23	3:19:40	0.01
115	3/4/23	3:24:40	0.01
116	3/4/23	3:29:40	0.01
117	3/4/23	3:34:40	0.011
118	3/4/23	3:39:40	0.011
119	3/4/23	3:44:40	0.01
120	3/4/23	3:49:40	0.01
121	3/4/23	3:54:40	0.012
122	3/4/23	3:59:40	0.01
123	3/4/23	4:04:40	0.01
124	3/4/23	4:09:40	0.01
125	3/4/23	4:14:40	0.01
126	3/4/23	4:19:40	0.011
127	3/4/23	4:24:40	0.01
128	3/4/23	4:29:40	0.01
129	3/4/23	4:34:40	0.01
130	3/4/23	4:39:40	0.01
131	3/4/23	4:44:40	0.01
132	3/4/23	4:49:40	0.01
133	3/4/23	4:54:40	0.01
134	3/4/23	4:59:40	0.011
135	3/4/23	5:04:40	0.011
136	3/4/23	5:09:40	0.01
137	3/4/23	5:14:40	0.01
138	3/4/23	5:19:40	0.01
139	3/4/23	5:24:40	0.017
140	3/4/23	5:29:40	0.01
141	3/4/23	5:34:40	0.01
142	3/4/23	5:39:40	0.01
143	3/4/23	5:44:40	0.01
144	3/4/23	5:49:40	0.009
145	3/4/23	5:54:40	0.009
146	3/4/23	5:59:40	0.01
147	3/4/23	6:04:40	0.009
148	3/4/23	6:09:40	0.009
149	3/4/23	6:14:40	0.009
150	3/4/23	6:19:40	0.009
151	3/4/23	6:24:40	0.009
152	3/4/23	6:29:40	0.01
153	3/4/23	6:34:40	0.012
154	3/4/23	6:39:40	0.01
155	3/4/23	6:44:40	0.01
156	3/4/23	6:49:40	0.01
157	3/4/23	6:54:40	0.01
158	3/4/23	6:59:40	0.011
159	3/4/23	7:04:40	0.01
160	3/4/23	7:09:40	0.011
161	3/4/23	7:14:40	0.01
162	3/4/23	7:19:40	0.01
163	3/4/23	7:24:40	0.01
164	3/4/23	7:29:40	0.01
165	3/4/23	7:34:40	0.01
166	3/4/23	7:39:40	0.011
167	3/4/23	7:44:40	0.01
168	3/4/23	7:49:40	0.01
169	3/4/23	7:54:40	0.009
170	3/4/23	7:59:40	0.009
171	3/4/23	8:04:40	0.009
172	3/4/23	8:09:40	0.009
173	3/4/23	8:14:40	0.009
174	3/4/23	8:19:40	0.008
175	3/4/23	8:24:40	0.009
176	3/4/23	8:29:40	0.008
177	3/4/23	8:34:40	0.009
178	3/4/23	8:39:40	0.01
179	3/4/23	8:44:40	0.01
180	3/4/23	8:49:40	0.008
181	3/4/23	8:54:40	0.009
182	3/4/23	8:59:40	0.009
183	3/4/23	9:04:40	0.008
184	3/4/23	9:09:40	0.007
185	3/4/23	9:14:40	0.009
186	3/4/23	9:19:40	0.008
187	3/4/23	9:24:40	0.009
188	3/4/23	9:29:40	0.009
189	3/4/23	9:34:40	0.009
190	3/4/23	9:39:40	0.009
191	3/4/23	9:44:40	0.008
192	3/4/23	9:49:40	0.009
193	3/4/23	9:54:40	0.009
194	3/4/23	9:59:40	0.009
195	3/4/23	10:04:40	0.01
196	3/4/23	10:09:40	0.009
197	3/4/23	10:14:40	0.008
198	3/4/23	10:19:40	0.009
199	3/4/23	10:24:40	0.01
200	3/4/23	10:29:40	0.011
201	3/4/23	10:34:40	0.01
202	3/4/23	10:39:40	0.01
