Data Point	Date	Time	Aerosol mg/m^3
1	09/09/2022	15:27:14	0.003
2	09/09/2022	15:28:14	0.003
3	09/09/2022	15:29:14	0.004
4	09/09/2022	15:30:14	0.004
5	09/09/2022	15:31:14	0.005
6	09/09/2022	15:32:14	0.004
7	09/09/2022	15:33:14	0.004
8	09/09/2022	15:34:14	0.005
9	09/09/2022	15:35:14	0.005
10	09/09/2022	15:36:14	0.005
11	09/09/2022	15:37:14	0.005
12	09/09/2022	15:38:14	0.006
13	09/09/2022	15:39:14	0.007
14	09/09/2022	15:40:14	0.007
15	09/09/2022	15:41:14	0.007
16	09/09/2022	15:42:14	0.007
17	09/09/2022	15:43:14	0.007
18	09/09/2022	15:44:14	0.007
19	09/09/2022	15:45:14	0.007
20	09/09/2022	15:46:14	0.008
21	09/09/2022	15:47:14	0.007
22	09/09/2022	15:48:14	0.007
23	09/09/2022	15:49:14	0.008
24	09/09/2022	15:50:14	0.007
25	09/09/2022	15:51:14	0.008
26	09/09/2022	15:52:14	0.008
27	09/09/2022	15:53:14	0.007
28	09/09/2022	15:54:14	0.007
29	09/09/2022	15:55:14	0.007
30	09/09/2022	15:56:14	0.007
31	09/09/2022	15:57:14	0.007
32	09/09/2022	15:58:14	0.007
33	09/09/2022	15:59:14	0.007
34	09/09/2022	16:00:14	0.006
35	09/09/2022	16:01:14	0.007
36	09/09/2022	16:02:14	0.006
37	09/09/2022	16:03:14	0.007
38	09/09/2022	16:04:14	0.006
39	09/09/2022	16:05:14	0.007
40	09/09/2022	16:06:14	0.006
41	09/09/2022	16:07:14	0.007
42	09/09/2022	16:08:14	0.006
43	09/09/2022	16:09:14	0.007
44	09/09/2022	16:10:14	0.006
45	09/09/2022	16:11:14	0.006
46	09/09/2022	16:12:14	0.006
47	09/09/2022	16:13:14	0.007
48	09/09/2022	16:14:14	0.006
49	09/09/2022	16:15:14	0.006
50	09/09/2022	16:16:14	0.006
51	09/09/2022	16:17:14	0.005
52	09/09/2022	16:18:14	0.006
53	09/09/2022	16:19:14	0.006
54	09/09/2022	16:20:14	0.005
55	09/09/2022	16:21:14	0.005
56	09/09/2022	16:22:14	0.006
57	09/09/2022	16:23:14	0.006
58	09/09/2022	16:24:14	0.006
59	09/09/2022	16:25:14	0.006
60	09/09/2022	16:26:14	0.005
61	09/09/2022	16:27:14	0.005
62	09/09/2022	16:28:14	0.005
63	09/09/2022	16:29:14	0.005
64	09/09/2022	16:30:14	0.006
65	09/09/2022	16:31:14	0.005
66	09/09/2022	16:32:14	0.005
67	09/09/2022	16:33:14	0.005
68	09/09/2022	16:34:14	0.005
69	09/09/2022	16:35:14	0.005
70	09/09/2022	16:36:14	0.005
71	09/09/2022	16:37:14	0.006
72	09/09/2022	16:38:14	0.005
73	09/09/2022	16:39:14	0.005
74	09/09/2022	16:40:14	0.005
75	09/09/2022	16:41:14	0.005
76	09/09/2022	16:42:14	0.005
77	09/09/2022	16:43:14	0.005
78	09/09/2022	16:44:14	0.005
79	09/09/2022	16:45:14	0.005
80	09/09/2022	16:46:14	0.004
81	09/09/2022	16:47:14	0.005
82	09/09/2022	16:48:14	0.006
83	09/09/2022	16:49:14	0.004
84	09/09/2022	16:50:14	0.005
85	09/09/2022	16:51:14	0.005
86	09/09/2022	16:52:14	0.005
87	09/09/2022	16:53:14	0.005
88	09/09/2022	16:54:14	0.005
89	09/09/2022	16:55:14	0.005
90	09/09/2022	16:56:14	0.005
91	09/09/2022	16:57:14	0.005
92	09/09/2022	16:58:14	0.005
93	09/09/2022	16:59:14	0.005
94	09/09/2022	17:00:14	0.005
95	09/09/2022	17:01:14	0.005
96	09/09/2022	17:02:14	0.004
97	09/09/2022	17:03:14	0.005
98	09/09/2022	17:04:14	0.005
99	09/09/2022	17:05:14	0.005
100	09/09/2022	17:06:14	0.004
101	09/09/2022	17:07:14	0.005
102	09/09/2022	17:08:14	0.005
103	09/09/2022	17:09:14	0.005
104	09/09/2022	17:10:14	0.004
105	09/09/2022	17:11:14	0.005
106	09/09/2022	17:12:14	0.004
107	09/09/2022	17:13:14	0.005
108	09/09/2022	17:14:14	0.005
109	09/09/2022	17:15:14	0.004
110	09/09/2022	17:16:14	0.005
111	09/09/2022	17:17:14	0.005
112	09/09/2022	17:18:14	0.005
113	09/09/2022	17:19:14	0.005
114	09/09/2022	17:20:14	0.004
115	09/09/2022	17:21:14	0.006
116	09/09/2022	17:22:14	0.004
117	09/09/2022	17:23:14	0.004
118	09/09/2022	17:24:14	0.005
119	09/09/2022	17:25:14	0.004
120	09/09/2022	17:26:14	0.005
121	09/09/2022	17:27:14	0.005
122	09/09/2022	17:28:14	0.004
123	09/09/2022	17:29:14	0.004
124	09/09/2022	17:30:14	0.004
125	09/09/2022	17:31:14	0.004
126	09/09/2022	17:32:14	0.004
127	09/09/2022	17:33:14	0.005
128	09/09/2022	17:34:14	0.004
129	09/09/2022	17:35:14	0.004
130	09/09/2022	17:36:14	0.005
131	09/09/2022	17:37:14	0.004
132	09/09/2022	17:38:14	0.004
133	09/09/2022	17:39:14	0.005
134	09/09/2022	17:40:14	0.004
135	09/09/2022	17:41:14	0.004
