Data Point	Date	Time	Aerosol mg/m^3
1	09/09/2022	16:08:06	0.011
2	09/09/2022	16:09:06	0.011
3	09/09/2022	16:10:06	0.012
4	09/09/2022	16:11:06	0.012
5	09/09/2022	16:12:06	0.011
6	09/09/2022	16:13:06	0.011
7	09/09/2022	16:14:06	0.011
8	09/09/2022	16:15:06	0.012
9	09/09/2022	16:16:06	0.011
10	09/09/2022	16:17:06	0.011
11	09/09/2022	16:18:06	0.012
12	09/09/2022	16:19:06	0.011
13	09/09/2022	16:20:06	0.012
14	09/09/2022	16:21:06	0.012
15	09/09/2022	16:22:06	0.012
16	09/09/2022	16:23:06	0.013
17	09/09/2022	16:24:06	0.011
18	09/09/2022	16:25:06	0.011
19	09/09/2022	16:26:06	0.012
20	09/09/2022	16:27:06	0.011
21	09/09/2022	16:28:06	0.012
22	09/09/2022	16:29:06	0.012
23	09/09/2022	16:30:06	0.012
24	09/09/2022	16:31:06	0.011
25	09/09/2022	16:32:06	0.012
26	09/09/2022	16:33:06	0.013
27	09/09/2022	16:34:06	0.012
28	09/09/2022	16:35:06	0.011
29	09/09/2022	16:36:06	0.011
30	09/09/2022	16:37:06	0.012
31	09/09/2022	16:38:06	0.011
32	09/09/2022	16:39:06	0.011
33	09/09/2022	16:40:06	0.011
34	09/09/2022	16:41:06	0.011
35	09/09/2022	16:42:06	0.011
36	09/09/2022	16:43:06	0.01
37	09/09/2022	16:44:06	0.01
38	09/09/2022	16:45:06	0.012
39	09/09/2022	16:46:06	0.011
40	09/09/2022	16:47:06	0.01
41	09/09/2022	16:48:06	0.012
42	09/09/2022	16:49:06	0.011
43	09/09/2022	16:50:06	0.012
44	09/09/2022	16:51:06	0.011
45	09/09/2022	16:52:06	0.011
46	09/09/2022	16:53:06	0.011
47	09/09/2022	16:54:06	0.013
48	09/09/2022	16:55:06	0.011
49	09/09/2022	16:56:06	0.011
50	09/09/2022	16:57:06	0.012
51	09/09/2022	16:58:06	0.011
52	09/09/2022	16:59:06	0.012
53	09/09/2022	17:00:06	0.012
54	09/09/2022	17:01:06	0.011
55	09/09/2022	17:02:06	0.011
56	09/09/2022	17:03:06	0.012
57	09/09/2022	17:04:06	0.012
58	09/09/2022	17:05:06	0.013
59	09/09/2022	17:06:06	0.012
60	09/09/2022	17:07:06	0.013
61	09/09/2022	17:08:06	0.012
62	09/09/2022	17:09:06	0.013
63	09/09/2022	17:10:06	0.012
64	09/09/2022	17:11:06	0.013
65	09/09/2022	17:12:06	0.013
66	09/09/2022	17:13:06	0.013
67	09/09/2022	17:14:06	0.011
68	09/09/2022	17:15:06	0.012
69	09/09/2022	17:16:06	0.012
70	09/09/2022	17:17:06	0.012
71	09/09/2022	17:18:06	0.013
72	09/09/2022	17:19:06	0.012
73	09/09/2022	17:20:06	0.013
74	09/09/2022	17:21:06	0.012
75	09/09/2022	17:22:06	0.011
76	09/09/2022	17:23:06	0.013
77	09/09/2022	17:24:06	0.012
78	09/09/2022	17:25:06	0.011
79	09/09/2022	17:26:06	0.011
80	09/09/2022	17:27:06	0.011
81	09/09/2022	17:28:06	0.012
82	09/09/2022	17:29:06	0.012
83	09/09/2022	17:30:06	0.012
84	09/09/2022	17:31:06	0.012
85	09/09/2022	17:32:06	0.013
86	09/09/2022	17:33:06	0.011
87	09/09/2022	17:34:06	0.011
88	09/09/2022	17:35:06	0.012
89	09/09/2022	17:36:06	0.013
90	09/09/2022	17:37:06	0.014
91	09/09/2022	17:38:06	0.015
92	09/09/2022	17:39:06	0.017
93	09/09/2022	17:40:06	0.016
94	09/09/2022	17:41:06	0.017
95	09/09/2022	17:42:06	0.019
96	09/09/2022	17:43:06	0.016
97	09/09/2022	17:44:06	0.017
98	09/09/2022	17:45:06	0.015
99	09/09/2022	17:46:06	0.016
100	09/09/2022	17:47:06	0.016
101	09/09/2022	17:48:06	0.015
102	09/09/2022	17:49:06	0.014
103	09/09/2022	17:50:06	0.017
104	09/09/2022	17:51:06	0.014
105	09/09/2022	17:52:06	0.019
106	09/09/2022	17:53:06	0.015
107	09/09/2022	17:54:06	0.015
108	09/09/2022	17:55:06	0.016
109	09/09/2022	17:56:06	0.014
110	09/09/2022	17:57:06	0.015
111	09/09/2022	17:58:06	0.015
112	09/09/2022	17:59:06	0.015
113	09/09/2022	18:00:06	0.015
114	09/09/2022	18:01:06	0.015
115	09/09/2022	18:02:06	0.016
116	09/09/2022	18:03:06	0.015
117	09/09/2022	18:04:06	0.015
118	09/09/2022	18:05:06	0.015
119	09/09/2022	18:06:06	0.016
120	09/09/2022	18:07:06	0.015
121	09/09/2022	18:08:06	0.016
122	09/09/2022	18:09:06	0.014
123	09/09/2022	18:10:06	0.015
124	09/09/2022	18:11:06	0.015
125	09/09/2022	18:12:06	0.019
126	09/09/2022	18:13:06	0.014
127	09/09/2022	18:14:06	0.015
128	09/09/2022	18:15:06	0.014
129	09/09/2022	18:16:06	0.015
130	09/09/2022	18:17:06	0.014
131	09/09/2022	18:18:06	0.014
132	09/09/2022	18:19:06	0.015
133	09/09/2022	18:20:06	0.014
134	09/09/2022	18:21:06	0.013
135	09/09/2022	18:22:06	0.016
136	09/09/2022	18:23:06	0.015
137	09/09/2022	18:24:06	0.014
138	09/09/2022	18:25:06	0.014
139	09/09/2022	18:26:06	0.014
140	09/09/2022	18:27:06	0.016
141	09/09/2022	18:28:06	0.015
142	09/09/2022	18:29:06	0.014
143	09/09/2022	18:30:06	0.014
144	09/09/2022	18:31:06	0.015
145	09/09/2022	18:32:06	0.019
146	09/09/2022	18:33:06	0.016
147	09/09/2022	18:34:06	0.018
148	09/09/2022	18:35:06	0.016
149	09/09/2022	18:36:06	0.017
150	09/09/2022	18:37:06	0.016
151	09/09/2022	18:38:06	0.017
152	09/09/2022	18:39:06	0.017
153	09/09/2022	18:40:06	0.018
154	09/09/2022	18:41:06	0.016
155	09/09/2022	18:42:06	0.016
156	09/09/2022	18:43:06	0.016
157	09/09/2022	18:44:06	0.016
158	09/09/2022	18:45:06	0.016
159	09/09/2022	18:46:06	0.018
160	09/09/2022	18:47:06	0.018
161	09/09/2022	18:48:06	0.017
162	09/09/2022	18:49:06	0.018
163	09/09/2022	18:50:06	0.021
164	09/09/2022	18:51:06	0.018
165	09/09/2022	18:52:06	0.018
166	09/09/2022	18:53:06	0.018
167	09/09/2022	18:54:06	0.019
168	09/09/2022	18:55:06	0.019
169	09/09/2022	18:56:06	0.019
170	09/09/2022	18:57:06	0.018
171	09/09/2022	18:58:06	0.018
172	09/09/2022	18:59:06	0.019
173	09/09/2022	19:00:06	0.017
174	09/09/2022	19:01:06	0.017
175	09/09/2022	19:02:06	0.019
176	09/09/2022	19:03:06	0.018
177	09/09/2022	19:04:06	0.019
178	09/09/2022	19:05:06	0.017
179	09/09/2022	19:06:06	0.017
180	09/09/2022	19:07:06	0.019
181	09/09/2022	19:08:06	0.018
182	09/09/2022	19:09:06	0.018
183	09/09/2022	19:10:06	0.016
184	09/09/2022	19:11:06	0.018
185	09/09/2022	19:12:06	0.017
186	09/09/2022	19:13:06	0.017
187	09/09/2022	19:14:06	0.017
188	09/09/2022	19:15:06	0.017
189	09/09/2022	19:16:06	0.017
190	09/09/2022	19:17:06	0.018
191	09/09/2022	19:18:06	0.017
192	09/09/2022	19:19:06	0.016
193	09/09/2022	19:20:06	0.017
194	09/09/2022	19:21:06	0.017
195	09/09/2022	19:22:06	0.017
196	09/09/2022	19:23:06	0.017
197	09/09/2022	19:24:06	0.018
198	09/09/2022	19:25:06	0.017
199	09/09/2022	19:26:06	0.017
200	09/09/2022	19:27:06	0.017
201	09/09/2022	19:28:06	0.017
202	09/09/2022	19:29:06	0.017
203	09/09/2022	19:30:06	0.017
204	09/09/2022	19:31:06	0.017
205	09/09/2022	19:32:06	0.017
206	09/09/2022	19:33:06	0.018
207	09/09/2022	19:34:06	0.017
208	09/09/2022	19:35:06	0.017
209	09/09/2022	19:36:06	0.017
210	09/09/2022	19:37:06	0.017
211	09/09/2022	19:38:06	0.017
212	09/09/2022	19:39:06	0.017
213	09/09/2022	19:40:06	0.017
214	09/09/2022	19:41:06	0.017
215	09/09/2022	19:42:06	0.017
216	09/09/2022	19:43:06	0.018
217	09/09/2022	19:44:06	0.017
218	09/09/2022	19:45:06	0.019
219	09/09/2022	19:46:06	0.017
220	09/09/2022	19:47:06	0.017
221	09/09/2022	19:48:06	0.016
222	09/09/2022	19:49:06	0.017
223	09/09/2022	19:50:06	0.016
224	09/09/2022	19:51:06	0.017
225	09/09/2022	19:52:06	0.018
226	09/09/2022	19:53:06	0.02
227	09/09/2022	19:54:06	0.017
228	09/09/2022	19:55:06	0.017
229	09/09/2022	19:56:06	0.016
230	09/09/2022	19:57:06	0.016
231	09/09/2022	19:58:06	0.017
232	09/09/2022	19:59:06	0.017
233	09/09/2022	20:00:06	0.017
234	09/09/2022	20:01:06	0.018
235	09/09/2022	20:02:06	0.016
236	09/09/2022	20:03:06	0.017
237	09/09/2022	20:04:06	0.017
238	09/09/2022	20:05:06	0.018
239	09/09/2022	20:06:06	0.017
240	09/09/2022	20:07:06	0.016
241	09/09/2022	20:08:06	0.017
242	09/09/2022	20:09:06	0.017
243	09/09/2022	20:10:06	0.017
244	09/09/2022	20:11:06	0.018
245	09/09/2022	20:12:06	0.017
246	09/09/2022	20:13:06	0.019
247	09/09/2022	20:14:06	0.018
248	09/09/2022	20:15:06	0.017
249	09/09/2022	20:16:06	0.018
250	09/09/2022	20:17:06	0.016
251	09/09/2022	20:18:06	0.018
252	09/09/2022	20:19:06	0.017
253	09/09/2022	20:20:06	0.018
254	09/09/2022	20:21:06	0.017
255	09/09/2022	20:22:06	0.02
256	09/09/2022	20:23:06	0.018
257	09/09/2022	20:24:06	0.016
258	09/09/2022	20:25:06	0.017
259	09/09/2022	20:26:06	0.018
260	09/09/2022	20:27:06	0.017
261	09/09/2022	20:28:06	0.017
262	09/09/2022	20:29:06	0.019
263	09/09/2022	20:30:06	0.018
264	09/09/2022	20:31:06	0.018
265	09/09/2022	20:32:06	0.017
266	09/09/2022	20:33:06	0.018
267	09/09/2022	20:34:06	0.017
268	09/09/2022	20:35:06	0.018
269	09/09/2022	20:36:06	0.017
270	09/09/2022	20:37:06	0.017
271	09/09/2022	20:38:06	0.018
272	09/09/2022	20:39:06	0.016
273	09/09/2022	20:40:06	0.017
274	09/09/2022	20:41:06	0.016
275	09/09/2022	20:42:06	0.018
