Data Point 	Date 	Time 	Aerosol mg/m^3
1	11/16/22	18:08:57	0.017
2	11/16/22	18:09:57	0.019
3	11/16/22	18:10:57	0.017
4	11/16/22	18:11:57	0.017
5	11/16/22	18:12:57	0.017
6	11/16/22	18:13:57	0.02
7	11/16/22	18:14:57	0.018
8	11/16/22	18:15:57	0.018
9	11/16/22	18:16:57	0.017
10	11/16/22	18:17:57	0.02
11	11/16/22	18:18:57	0.02
12	11/16/22	18:19:57	0.019
13	11/16/22	18:20:57	0.02
14	11/16/22	18:21:57	0.02
15	11/16/22	18:22:57	0.02
16	11/16/22	18:23:57	0.02
17	11/16/22	18:24:57	0.019
18	11/16/22	18:25:57	0.02
19	11/16/22	18:26:57	0.023
20	11/16/22	18:27:57	0.019
21	11/16/22	18:28:57	0.02
22	11/16/22	18:29:57	0.02
23	11/16/22	18:30:57	0.018
24	11/16/22	18:31:57	0.019
25	11/16/22	18:32:57	0.018
26	11/16/22	18:33:57	0.017
27	11/16/22	18:34:57	0.017
28	11/16/22	18:35:57	0.017
29	11/16/22	18:36:57	0.019
30	11/16/22	18:37:57	0.02
31	11/16/22	18:38:57	0.018
32	11/16/22	18:39:57	0.02
33	11/16/22	18:40:57	0.021
34	11/16/22	18:41:57	0.022
35	11/16/22	18:42:57	0.021
36	11/16/22	18:43:57	0.022
37	11/16/22	18:44:57	0.025
38	11/16/22	18:45:57	0.026
39	11/16/22	18:46:57	0.031
40	11/16/22	18:47:57	0.03
41	11/16/22	18:48:57	0.033
42	11/16/22	18:49:57	0.031
43	11/16/22	18:50:57	0.03
44	11/16/22	18:51:57	0.032
45	11/16/22	18:52:57	0.034
46	11/16/22	18:53:57	0.031
47	11/16/22	18:54:57	0.035
48	11/16/22	18:55:57	0.029
49	11/16/22	18:56:57	0.024
50	11/16/22	18:57:57	0.021
51	11/16/22	18:58:57	0.02
52	11/16/22	18:59:57	0.019
53	11/16/22	19:00:57	0.019
54	11/16/22	19:01:57	0.017
55	11/16/22	19:02:57	0.016
56	11/16/22	19:03:57	0.015
57	11/16/22	19:04:57	0.013
58	11/16/22	19:05:57	0.013
59	11/16/22	19:06:57	0.015
60	11/16/22	19:07:57	0.014
61	11/16/22	19:08:57	0.015
62	11/16/22	19:09:57	0.013
63	11/16/22	19:10:57	0.013
64	11/16/22	19:11:57	0.012
65	11/16/22	19:12:57	0.012
66	11/16/22	19:13:57	0.012
67	11/16/22	19:14:57	0.01
68	11/16/22	19:15:57	0.01
69	11/16/22	19:16:57	0.009
70	11/16/22	19:17:57	0.008
71	11/16/22	19:18:57	0.008
72	11/16/22	19:19:57	0.007
73	11/16/22	19:20:57	0.007
74	11/16/22	19:21:57	0.007
75	11/16/22	19:22:57	0.006
76	11/16/22	19:23:57	0.006
77	11/16/22	19:24:57	0.006
78	11/16/22	19:25:57	0.006
79	11/16/22	19:26:57	0.007
80	11/16/22	19:27:57	0.006
81	11/16/22	19:28:57	0.006
82	11/16/22	19:29:57	0.005
83	11/16/22	19:30:57	0.005
84	11/16/22	19:31:57	0.004
85	11/16/22	19:32:57	0.004
86	11/16/22	19:33:57	0.003
87	11/16/22	19:34:57	0.004
88	11/16/22	19:35:57	0.005
89	11/16/22	19:36:57	0.004
90	11/16/22	19:37:57	0.003
91	11/16/22	19:38:57	0.004
92	11/16/22	19:39:57	0.004
93	11/16/22	19:40:57	0.003
94	11/16/22	19:41:57	0.004
95	11/16/22	19:42:57	0.004
96	11/16/22	19:43:57	0.003
97	11/16/22	19:44:57	0.004
98	11/16/22	19:45:57	0.005
99	11/16/22	19:46:57	0.004
100	11/16/22	19:47:57	0.005
101	11/16/22	19:48:57	0.004
102	11/16/22	19:49:57	0.004
103	11/16/22	19:50:57	0.003
104	11/16/22	19:51:57	0.003
105	11/16/22	19:52:57	0.004
106	11/16/22	19:53:57	0.003
107	11/16/22	19:54:57	0.003
108	11/16/22	19:55:57	0.004
109	11/16/22	19:56:57	0.004
110	11/16/22	19:57:57	0.004
111	11/16/22	19:58:57	0.004
112	11/16/22	19:59:57	0.003
113	11/16/22	20:00:57	0.005
114	11/16/22	20:01:57	0.005
115	11/16/22	20:02:57	0.004
116	11/16/22	20:03:57	0.004
117	11/16/22	20:04:57	0.004
118	11/16/22	20:05:57	0.005
119	11/16/22	20:06:57	0.004
120	11/16/22	20:07:57	0.005
121	11/16/22	20:08:57	0.005
122	11/16/22	20:09:57	0.006
123	11/16/22	20:10:57	0.006
124	11/16/22	20:11:57	0.006
125	11/16/22	20:12:57	0.005
126	11/16/22	20:13:57	0.006
127	11/16/22	20:14:57	0.007
128	11/16/22	20:15:57	0.007
129	11/16/22	20:16:57	0.007
