Data Point	Date	Time	Aerosol mg/m^3
1	2/10/2023	17:27:26	0.002
2	2/10/2023	17:28:26	0.005
3	2/10/2023	17:29:26	0.001
4	2/10/2023	17:30:26	0.001
5	2/10/2023	17:31:26	0.002
6	2/10/2023	17:32:26	0.003
7	2/10/2023	17:33:26	0.002
8	2/10/2023	17:34:26	0.004
9	2/10/2023	17:35:26	0.005
10	2/10/2023	17:36:26	0.005
11	2/10/2023	17:37:26	0.003
12	2/10/2023	17:38:26	0.003
13	2/10/2023	17:39:26	0.002
14	2/10/2023	17:40:26	0.002
15	2/10/2023	17:41:26	0.004
16	2/10/2023	17:42:26	0.008
17	2/10/2023	17:43:26	0.002
18	2/10/2023	17:44:26	0.002
19	2/10/2023	17:45:26	0.001
20	2/10/2023	17:46:26	0.002
21	2/10/2023	17:47:26	0.002
22	2/10/2023	17:48:26	0.002
23	2/10/2023	17:49:26	0.002
24	2/10/2023	17:50:26	0.002
25	2/10/2023	17:51:26	0.001
26	2/10/2023	17:52:26	0.001
27	2/10/2023	17:53:26	0.001
28	2/10/2023	17:54:26	0.002
29	2/10/2023	17:55:26	0.003
30	2/10/2023	17:56:26	0.003
31	2/10/2023	17:57:26	0.002
32	2/10/2023	17:58:26	0.002
33	2/10/2023	17:59:26	0.004
34	2/10/2023	18:00:26	0.003
35	2/10/2023	18:01:26	0.001
36	2/10/2023	18:02:26	0.002
37	2/10/2023	18:03:26	0.004
38	2/10/2023	18:04:26	0.003
39	2/10/2023	18:05:26	0.002
40	2/10/2023	18:06:26	0.003
41	2/10/2023	18:07:26	0.002
42	2/10/2023	18:08:26	0.002
43	2/10/2023	18:09:26	0.003
44	2/10/2023	18:10:26	0.002
45	2/10/2023	18:11:26	0.003
46	2/10/2023	18:12:26	0.002
47	2/10/2023	18:13:26	0.004
48	2/10/2023	18:14:26	0.002
49	2/10/2023	18:15:26	0.003
50	2/10/2023	18:16:26	0.002
51	2/10/2023	18:17:26	0.003
52	2/10/2023	18:18:26	0.002
53	2/10/2023	18:19:26	0.003
54	2/10/2023	18:20:26	0.003
55	2/10/2023	18:21:26	0.002
56	2/10/2023	18:22:26	0.002
57	2/10/2023	18:23:26	0.002
58	2/10/2023	18:24:26	0.002
59	2/10/2023	18:25:26	0.004
60	2/10/2023	18:26:26	0.002
61	2/10/2023	18:27:26	0.004
62	2/10/2023	18:28:26	0.002
63	2/10/2023	18:29:26	0.002
64	2/10/2023	18:30:26	0.003
65	2/10/2023	18:31:26	0.003
66	2/10/2023	18:32:26	0.002
67	2/10/2023	18:33:26	0.003
68	2/10/2023	18:34:26	0.007
69	2/10/2023	18:35:26	0.002
70	2/10/2023	18:36:26	0.004
71	2/10/2023	18:37:26	0.003
72	2/10/2023	18:38:26	0.003
73	2/10/2023	18:39:26	0.002
74	2/10/2023	18:40:26	0.003
75	2/10/2023	18:41:26	0.003
76	2/10/2023	18:42:26	0.002
77	2/10/2023	18:43:26	0.003
78	2/10/2023	18:44:26	0.003
79	2/10/2023	18:45:26	0.003
80	2/10/2023	18:46:26	0.002
81	2/10/2023	18:47:26	0.002
82	2/10/2023	18:48:26	0.002
83	2/10/2023	18:49:26	0.003
84	2/10/2023	18:50:26	0.002
85	2/10/2023	18:51:26	0.003
86	2/10/2023	18:52:26	0.002
87	2/10/2023	18:53:26	0.003
88	2/10/2023	18:54:26	0.003
89	2/10/2023	18:55:26	0.003
90	2/10/2023	18:56:26	0.003
91	2/10/2023	18:57:26	0.003
92	2/10/2023	18:58:26	0.005
93	2/10/2023	18:59:26	0.005
94	2/10/2023	19:00:26	0.003
95	2/10/2023	19:01:26	0.002
96	2/10/2023	19:02:26	0.002
97	2/10/2023	19:03:26	0.004
98	2/10/2023	19:04:26	0.003
99	2/10/2023	19:05:26	0.003
100	2/10/2023	19:06:26	0.003
101	2/10/2023	19:07:26	0.002
102	2/10/2023	19:08:26	0.002
103	2/10/2023	19:09:26	0.004
104	2/10/2023	19:10:26	0.003
105	2/10/2023	19:11:26	0.004
106	2/10/2023	19:12:26	0.003
107	2/10/2023	19:13:26	0.003
108	2/10/2023	19:14:26	0.003
109	2/10/2023	19:15:26	0.003
110	2/10/2023	19:16:26	0.003
111	2/10/2023	19:17:26	0.003
112	2/10/2023	19:18:26	0.004
113	2/10/2023	19:19:26	0.003
114	2/10/2023	19:20:26	0.004
115	2/10/2023	19:21:26	0.003
116	2/10/2023	19:22:26	0.003
117	2/10/2023	19:23:26	0.003
118	2/10/2023	19:24:26	0.003
119	2/10/2023	19:25:26	0.002
120	2/10/2023	19:26:26	0.003
121	2/10/2023	19:27:26	0.003
122	2/10/2023	19:28:26	0.002
123	2/10/2023	19:29:26	0.003
124	2/10/2023	19:30:26	0.003
125	2/10/2023	19:31:26	0.004
126	2/10/2023	19:32:26	0.003
127	2/10/2023	19:33:26	0.003
128	2/10/2023	19:34:26	0.003
