Data Point	Date	Time	Aerosol mg/m^3
111	11/30/2022	19:48:21	0.001
112	11/30/2022	19:49:21	0.001
113	11/30/2022	19:50:21	0.001
114	11/30/2022	19:51:21	0.001
115	11/30/2022	19:52:21	0
116	11/30/2022	19:53:21	0.001
117	11/30/2022	19:54:21	0.002
118	11/30/2022	19:55:21	0
119	11/30/2022	19:56:21	0.001
120	11/30/2022	19:57:21	0.001
121	11/30/2022	19:58:21	0.001
122	11/30/2022	19:59:21	0.001
123	11/30/2022	20:00:21	0.001
124	11/30/2022	20:01:21	0.001
125	11/30/2022	20:02:21	0
126	11/30/2022	20:03:21	0.001
127	11/30/2022	20:04:21	0.002
128	11/30/2022	20:05:21	0.001
129	11/30/2022	20:06:21	0
130	11/30/2022	20:07:21	0.002
131	11/30/2022	20:08:21	0
132	11/30/2022	20:09:21	0.001
133	11/30/2022	20:10:21	0
134	11/30/2022	20:11:21	0
135	11/30/2022	20:12:21	0.001
136	11/30/2022	20:13:21	0.002
137	11/30/2022	20:14:21	0.003
138	11/30/2022	20:15:21	0.001
139	11/30/2022	20:16:21	0
140	11/30/2022	20:17:21	0.007
141	11/30/2022	20:18:21	0.001
142	11/30/2022	20:19:21	0
143	11/30/2022	20:20:21	0.001
144	11/30/2022	20:21:21	0
145	11/30/2022	20:22:21	0.008
146	11/30/2022	20:23:21	0
147	11/30/2022	20:24:21	0.005
148	11/30/2022	20:25:21	0
149	11/30/2022	20:26:21	0
150	11/30/2022	20:27:21	0
151	11/30/2022	20:28:21	0
152	11/30/2022	20:29:21	0.001
153	11/30/2022	20:30:21	0
154	11/30/2022	20:31:21	0
155	11/30/2022	20:32:21	0
156	11/30/2022	20:33:21	0
157	11/30/2022	20:34:21	0.001
158	11/30/2022	20:35:21	0.001
159	11/30/2022	20:36:21	0.001
160	11/30/2022	20:37:21	0
161	11/30/2022	20:38:21	0
162	11/30/2022	20:39:21	0
163	11/30/2022	20:40:21	0
164	11/30/2022	20:41:21	0.001
165	11/30/2022	20:42:21	0
166	11/30/2022	20:43:21	0
167	11/30/2022	20:44:21	0
168	11/30/2022	20:45:21	0
169	11/30/2022	20:46:21	0.001
170	11/30/2022	20:47:21	0
171	11/30/2022	20:48:21	0.001
172	11/30/2022	20:49:21	0
173	11/30/2022	20:50:21	0
174	11/30/2022	20:51:21	0.001
175	11/30/2022	20:52:21	0
176	11/30/2022	20:53:21	0.001
177	11/30/2022	20:54:21	0.002
178	11/30/2022	20:55:21	0.001
179	11/30/2022	20:56:21	0
180	11/30/2022	20:57:21	0
181	11/30/2022	20:58:21	0
182	11/30/2022	20:59:21	0.001
183	11/30/2022	21:00:21	0.001
184	11/30/2022	21:01:21	0.003
185	11/30/2022	21:02:21	0
186	11/30/2022	21:03:21	0
187	11/30/2022	21:04:21	0
188	11/30/2022	21:05:21	0.001
189	11/30/2022	21:06:21	0
190	11/30/2022	21:07:21	0.001
191	11/30/2022	21:08:21	0.001
192	11/30/2022	21:09:21	0
193	11/30/2022	21:10:21	0
194	11/30/2022	21:11:21	0
195	11/30/2022	21:12:21	0
196	11/30/2022	21:13:21	0.001
197	11/30/2022	21:14:21	0
198	11/30/2022	21:15:21	0
199	11/30/2022	21:16:21	0.001
200	11/30/2022	21:17:21	0.001
201	11/30/2022	21:18:21	0
202	11/30/2022	21:19:21	0.001
203	11/30/2022	21:20:21	0
204	11/30/2022	21:21:21	0
205	11/30/2022	21:22:21	0
206	11/30/2022	21:23:21	0
207	11/30/2022	21:24:21	0
208	11/30/2022	21:25:21	0
209	11/30/2022	21:26:21	0.001
210	11/30/2022	21:27:21	0
211	11/30/2022	21:28:21	0
212	11/30/2022	21:29:21	0.001
213	11/30/2022	21:30:21	0.001
214	11/30/2022	21:31:21	0
215	11/30/2022	21:32:21	0.001
216	11/30/2022	21:33:21	0
217	11/30/2022	21:34:21	0.001
218	11/30/2022	21:35:21	0.002
219	11/30/2022	21:36:21	0.002
220	11/30/2022	21:37:21	0
221	11/30/2022	21:38:21	0.001
222	11/30/2022	21:39:21	0
223	11/30/2022	21:40:21	0
224	11/30/2022	21:41:21	0.001
225	11/30/2022	21:42:21	0
226	11/30/2022	21:43:21	0.001
227	11/30/2022	21:44:21	0
228	11/30/2022	21:45:21	0
229	11/30/2022	21:46:21	0.001
230	11/30/2022	21:47:21	0
231	11/30/2022	21:48:21	0
232	11/30/2022	21:49:21	0
233	11/30/2022	21:50:21	0
234	11/30/2022	21:51:21	0.001
235	11/30/2022	21:52:21	0
236	11/30/2022	21:53:21	0
237	11/30/2022	21:54:21	0
238	11/30/2022	21:55:21	0.001
239	11/30/2022	21:56:21	0
240	11/30/2022	21:57:21	0
241	11/30/2022	21:58:21	0
242	11/30/2022	21:59:21	0
243	11/30/2022	22:00:21	0
244	11/30/2022	22:01:21	0
245	11/30/2022	22:02:21	0
246	11/30/2022	22:03:21	0
247	11/30/2022	22:04:21	0
248	11/30/2022	22:05:21	0
249	11/30/2022	22:06:21	0
250	11/30/2022	22:07:21	0.001
251	11/30/2022	22:08:21	0
252	11/30/2022	22:09:21	0
253	11/30/2022	22:10:21	0
254	11/30/2022	22:11:21	0
255	11/30/2022	22:12:21	0
256	11/30/2022	22:13:21	0
257	11/30/2022	22:14:21	0.001
258	11/30/2022	22:15:21	0
259	11/30/2022	22:16:21	0
260	11/30/2022	22:17:21	0.001
261	11/30/2022	22:18:21	0
262	11/30/2022	22:19:21	0
263	11/30/2022	22:20:21	0.001
264	11/30/2022	22:21:21	0
265	11/30/2022	22:22:21	0.001
266	11/30/2022	22:23:21	0.001
267	11/30/2022	22:24:21	0.001
268	11/30/2022	22:25:21	0.002
269	11/30/2022	22:26:21	0
270	11/30/2022	22:27:21	0
271	11/30/2022	22:28:21	0
272	11/30/2022	22:29:21	0
273	11/30/2022	22:30:21	0
274	11/30/2022	22:31:21	0.001
275	11/30/2022	22:32:21	0.001
276	11/30/2022	22:33:21	0
277	11/30/2022	22:34:21	0
278	11/30/2022	22:35:21	0
279	11/30/2022	22:36:21	0
280	11/30/2022	22:37:21	0
281	11/30/2022	22:38:21	0.001
282	11/30/2022	22:39:21	0.001
283	11/30/2022	22:40:21	0
284	11/30/2022	22:41:21	0
285	11/30/2022	22:42:21	0.001
286	11/30/2022	22:43:21	0
287	11/30/2022	22:44:21	0
288	11/30/2022	22:45:21	0
289	11/30/2022	22:46:21	0
290	11/30/2022	22:47:21	0
291	11/30/2022	22:48:21	0
292	11/30/2022	22:49:21	0.001
293	11/30/2022	22:50:21	0
294	11/30/2022	22:51:21	0.001
295	11/30/2022	22:52:21	0.001
296	11/30/2022	22:53:21	0
297	11/30/2022	22:54:21	0
298	11/30/2022	22:55:21	0.001
299	11/30/2022	22:56:21	0.002
300	11/30/2022	22:57:21	0
301	11/30/2022	22:58:21	0
302	11/30/2022	22:59:21	0.002
303	11/30/2022	23:00:21	0
304	11/30/2022	23:01:21	0
305	11/30/2022	23:02:21	0.003
306	11/30/2022	23:03:21	0
307	11/30/2022	23:04:21	0
308	11/30/2022	23:05:21	0
309	11/30/2022	23:06:21	0
310	11/30/2022	23:07:21	0
311	11/30/2022	23:08:21	0.002
312	11/30/2022	23:09:21	0
313	11/30/2022	23:10:21	0
314	11/30/2022	23:11:21	0
315	11/30/2022	23:12:21	0
316	11/30/2022	23:13:21	0.002
317	11/30/2022	23:14:21	0
318	11/30/2022	23:15:21	0
319	11/30/2022	23:16:21	0
320	11/30/2022	23:17:21	0
321	11/30/2022	23:18:21	0
322	11/30/2022	23:19:21	0
323	11/30/2022	23:20:21	0
324	11/30/2022	23:21:21	0
325	11/30/2022	23:22:21	0
326	11/30/2022	23:23:21	0
327	11/30/2022	23:24:21	0
328	11/30/2022	23:25:21	0
329	11/30/2022	23:26:21	0
330	11/30/2022	23:27:21	0
331	11/30/2022	23:28:21	0
332	11/30/2022	23:29:21	0
333	11/30/2022	23:30:21	0
334	11/30/2022	23:31:21	0
335	11/30/2022	23:32:21	0
336	11/30/2022	23:33:21	0
337	11/30/2022	23:34:21	0
338	11/30/2022	23:35:21	0
339	11/30/2022	23:36:21	0
340	11/30/2022	23:37:21	0.001
341	11/30/2022	23:38:21	0
342	11/30/2022	23:39:21	0
343	11/30/2022	23:40:21	0
344	11/30/2022	23:41:21	0
345	11/30/2022	23:42:21	0
346	11/30/2022	23:43:21	0
347	11/30/2022	23:44:21	0
348	11/30/2022	23:45:21	0
349	11/30/2022	23:46:21	0
350	11/30/2022	23:47:21	0
351	11/30/2022	23:48:21	0
352	11/30/2022	23:49:21	0.001
353	11/30/2022	23:50:21	0
354	11/30/2022	23:51:21	0
355	11/30/2022	23:52:21	0
356	11/30/2022	23:53:21	0
357	11/30/2022	23:54:21	0
358	11/30/2022	23:55:21	0
359	11/30/2022	23:56:21	0
360	11/30/2022	23:57:21	0
361	11/30/2022	23:58:21	0.001
362	11/30/2022	23:59:21	0
363	12/01/2022	0:00:21	0
364	12/01/2022	0:01:21	0
365	12/01/2022	0:02:21	0
366	12/01/2022	0:03:21	0
367	12/01/2022	0:04:21	0.001
368	12/01/2022	0:05:21	0
369	12/01/2022	0:06:21	0
370	12/01/2022	0:07:21	0
371	12/01/2022	0:08:21	0
372	12/01/2022	0:09:21	0
373	12/01/2022	0:10:21	0
374	12/01/2022	0:11:21	0
375	12/01/2022	0:12:21	0
376	12/01/2022	0:13:21	0
377	12/01/2022	0:14:21	0
378	12/01/2022	0:15:21	0.001
379	12/01/2022	0:16:21	0
380	12/01/2022	0:17:21	0.001
381	12/01/2022	0:18:21	0
382	12/01/2022	0:19:21	0
383	12/01/2022	0:20:21	0.001
384	12/01/2022	0:21:21	0
385	12/01/2022	0:22:21	0
386	12/01/2022	0:23:21	0
387	12/01/2022	0:24:21	0
388	12/01/2022	0:25:21	0
389	12/01/2022	0:26:21	0
390	12/01/2022	0:27:21	0
391	12/01/2022	0:28:21	0
392	12/01/2022	0:29:21	0.001
393	12/01/2022	0:30:21	0
394	12/01/2022	0:31:21	0.003
395	12/01/2022	0:32:21	0.002
396	12/01/2022	0:33:21	0.001
397	12/01/2022	0:34:21	0
398	12/01/2022	0:35:21	0.001
399	12/01/2022	0:36:21	0
400	12/01/2022	0:37:21	0
401	12/01/2022	0:38:21	0
402	12/01/2022	0:39:21	0
403	12/01/2022	0:40:21	0
404	12/01/2022	0:41:21	0.001
405	12/01/2022	0:42:21	0
406	12/01/2022	0:43:21	0
407	12/01/2022	0:44:21	0
408	12/01/2022	0:45:21	0
409	12/01/2022	0:46:21	0
410	12/01/2022	0:47:21	0
411	12/01/2022	0:48:21	0
412	12/01/2022	0:49:21	0.001
413	12/01/2022	0:50:21	0.004
414	12/01/2022	0:51:21	0
415	12/01/2022	0:52:21	0
416	12/01/2022	0:53:21	0
417	12/01/2022	0:54:21	0.003
418	12/01/2022	0:55:21	0.001
419	12/01/2022	0:56:21	0
420	12/01/2022	0:57:21	0.001
421	12/01/2022	0:58:21	0
422	12/01/2022	0:59:21	0.001
423	12/01/2022	1:00:21	0
424	12/01/2022	1:01:21	0
425	12/01/2022	1:02:21	0
426	12/01/2022	1:03:21	0
427	12/01/2022	1:04:21	0
428	12/01/2022	1:05:21	0.001
429	12/01/2022	1:06:21	0.001
430	12/01/2022	1:07:21	0
431	12/01/2022	1:08:21	0
432	12/01/2022	1:09:21	0
433	12/01/2022	1:10:21	0
434	12/01/2022	1:11:21	0
435	12/01/2022	1:12:21	0
436	12/01/2022	1:13:21	0
437	12/01/2022	1:14:21	0
438	12/01/2022	1:15:21	0
439	12/01/2022	1:16:21	0
440	12/01/2022	1:17:21	0
441	12/01/2022	1:18:21	0
442	12/01/2022	1:19:21	0
443	12/01/2022	1:20:21	0
444	12/01/2022	1:21:21	0
445	12/01/2022	1:22:21	0
446	12/01/2022	1:23:21	0
447	12/01/2022	1:24:21	0
448	12/01/2022	1:25:21	0
449	12/01/2022	1:26:21	0
450	12/01/2022	1:27:21	0
451	12/01/2022	1:28:21	0
452	12/01/2022	1:29:21	0.001
453	12/01/2022	1:30:21	0
454	12/01/2022	1:31:21	0
455	12/01/2022	1:32:21	0
456	12/01/2022	1:33:21	0.001
457	12/01/2022	1:34:21	0
458	12/01/2022	1:35:21	0
459	12/01/2022	1:36:21	0.001
460	12/01/2022	1:37:21	0
461	12/01/2022	1:38:21	0
462	12/01/2022	1:39:21	0
463	12/01/2022	1:40:21	0
464	12/01/2022	1:41:21	0
465	12/01/2022	1:42:21	0
466	12/01/2022	1:43:21	0
467	12/01/2022	1:44:21	0.001
468	12/01/2022	1:45:21	0
469	12/01/2022	1:46:21	0
470	12/01/2022	1:47:21	0.001
471	12/01/2022	1:48:21	0
472	12/01/2022	1:49:21	0
473	12/01/2022	1:50:21	0
474	12/01/2022	1:51:21	0
475	12/01/2022	1:52:21	0
476	12/01/2022	1:53:21	0
477	12/01/2022	1:54:21	0
478	12/01/2022	1:55:21	0.001
479	12/01/2022	1:56:21	0
480	12/01/2022	1:57:21	0
481	12/01/2022	1:58:21	0
482	12/01/2022	1:59:21	0
483	12/01/2022	2:00:21	0.001
484	12/01/2022	2:01:21	0.001
485	12/01/2022	2:02:21	0
486	12/01/2022	2:03:21	0
487	12/01/2022	2:04:21	0
488	12/01/2022	2:05:21	0
489	12/01/2022	2:06:21	0.001
490	12/01/2022	2:07:21	0
491	12/01/2022	2:08:21	0
492	12/01/2022	2:09:21	0
493	12/01/2022	2:10:21	0
494	12/01/2022	2:11:21	0
495	12/01/2022	2:12:21	0
496	12/01/2022	2:13:21	0
497	12/01/2022	2:14:21	0
498	12/01/2022	2:15:21	0
499	12/01/2022	2:16:21	0.001
500	12/01/2022	2:17:21	0
501	12/01/2022	2:18:21	0
502	12/01/2022	2:19:21	0
503	12/01/2022	2:20:21	0
504	12/01/2022	2:21:21	0
505	12/01/2022	2:22:21	0
506	12/01/2022	2:23:21	0
507	12/01/2022	2:24:21	0
508	12/01/2022	2:25:21	0
509	12/01/2022	2:26:21	0
510	12/01/2022	2:27:21	0
511	12/01/2022	2:28:21	0
512	12/01/2022	2:29:21	0
513	12/01/2022	2:30:21	0
514	12/01/2022	2:31:21	0
515	12/01/2022	2:32:21	0
516	12/01/2022	2:33:21	0
517	12/01/2022	2:34:21	0
518	12/01/2022	2:35:21	0
519	12/01/2022	2:36:21	0
520	12/01/2022	2:37:21	0
521	12/01/2022	2:38:21	0.001
522	12/01/2022	2:39:21	0
523	12/01/2022	2:40:21	0
524	12/01/2022	2:41:21	0.002
525	12/01/2022	2:42:21	0
526	12/01/2022	2:43:21	0
527	12/01/2022	2:44:21	0
528	12/01/2022	2:45:21	0
529	12/01/2022	2:46:21	0
530	12/01/2022	2:47:21	0
531	12/01/2022	2:48:21	0
532	12/01/2022	2:49:21	0
533	12/01/2022	2:50:21	0
534	12/01/2022	2:51:21	0.001
535	12/01/2022	2:52:21	0
536	12/01/2022	2:53:21	0
537	12/01/2022	2:54:21	0
538	12/01/2022	2:55:21	0
539	12/01/2022	2:56:21	0.001
540	12/01/2022	2:57:21	0
541	12/01/2022	2:58:21	0
542	12/01/2022	2:59:21	0.002
543	12/01/2022	3:00:21	0.002
544	12/01/2022	3:01:21	0
545	12/01/2022	3:02:21	0
546	12/01/2022	3:03:21	0
547	12/01/2022	3:04:21	0
548	12/01/2022	3:05:21	0
549	12/01/2022	3:06:21	0
550	12/01/2022	3:07:21	0
551	12/01/2022	3:08:21	0
552	12/01/2022	3:09:21	0.001
553	12/01/2022	3:10:21	0
554	12/01/2022	3:11:21	0
555	12/01/2022	3:12:21	0.001
556	12/01/2022	3:13:21	0
557	12/01/2022	3:14:21	0
558	12/01/2022	3:15:21	0
559	12/01/2022	3:16:21	0
560	12/01/2022	3:17:21	0.001
561	12/01/2022	3:18:21	0
562	12/01/2022	3:19:21	0.007
563	12/01/2022	3:20:21	0.007
564	12/01/2022	3:21:21	0
565	12/01/2022	3:22:21	0
566	12/01/2022	3:23:21	0.001
567	12/01/2022	3:24:21	0
568	12/01/2022	3:25:21	0
569	12/01/2022	3:26:21	0
570	12/01/2022	3:27:21	0
571	12/01/2022	3:28:21	0
572	12/01/2022	3:29:21	0
573	12/01/2022	3:30:21	0
574	12/01/2022	3:31:21	0
575	12/01/2022	3:32:21	0
576	12/01/2022	3:33:21	0
577	12/01/2022	3:34:21	0
578	12/01/2022	3:35:21	0.001
579	12/01/2022	3:36:21	0
580	12/01/2022	3:37:21	0.001
581	12/01/2022	3:38:21	0
582	12/01/2022	3:39:21	0
583	12/01/2022	3:40:21	0
584	12/01/2022	3:41:21	0
585	12/01/2022	3:42:21	0.001
586	12/01/2022	3:43:21	0.001
587	12/01/2022	3:44:21	0
588	12/01/2022	3:45:21	0
589	12/01/2022	3:46:21	0
590	12/01/2022	3:47:21	0
591	12/01/2022	3:48:21	0.004
592	12/01/2022	3:49:21	0
593	12/01/2022	3:50:21	0
594	12/01/2022	3:51:21	0
595	12/01/2022	3:52:21	0
596	12/01/2022	3:53:21	0
597	12/01/2022	3:54:21	0
598	12/01/2022	3:55:21	0
599	12/01/2022	3:56:21	0
600	12/01/2022	3:57:21	0
601	12/01/2022	3:58:21	0.001
602	12/01/2022	3:59:21	0
603	12/01/2022	4:00:21	0
604	12/01/2022	4:01:21	0.001
605	12/01/2022	4:02:21	0
606	12/01/2022	4:03:21	0
607	12/01/2022	4:04:21	0
608	12/01/2022	4:05:21	0.001
609	12/01/2022	4:06:21	0
610	12/01/2022	4:07:21	0
611	12/01/2022	4:08:21	0
612	12/01/2022	4:09:21	0
613	12/01/2022	4:10:21	0
614	12/01/2022	4:11:21	0
615	12/01/2022	4:12:21	0.001
616	12/01/2022	4:13:21	0
617	12/01/2022	4:14:21	0
618	12/01/2022	4:15:21	0
619	12/01/2022	4:16:21	0
620	12/01/2022	4:17:21	0
621	12/01/2022	4:18:21	0
622	12/01/2022	4:19:21	0.001
623	12/01/2022	4:20:21	0
624	12/01/2022	4:21:21	0
625	12/01/2022	4:22:21	0
626	12/01/2022	4:23:21	0
627	12/01/2022	4:24:21	0
628	12/01/2022	4:25:21	0
629	12/01/2022	4:26:21	0.001
630	12/01/2022	4:27:21	0
631	12/01/2022	4:28:21	0
632	12/01/2022	4:29:21	0
633	12/01/2022	4:30:21	0
634	12/01/2022	4:31:21	0
635	12/01/2022	4:32:21	0.001
636	12/01/2022	4:33:21	0
637	12/01/2022	4:34:21	0
638	12/01/2022	4:35:21	0
639	12/01/2022	4:36:21	0.001
640	12/01/2022	4:37:21	0
641	12/01/2022	4:38:21	0.002
642	12/01/2022	4:39:21	0
643	12/01/2022	4:40:21	0
644	12/01/2022	4:41:21	0
645	12/01/2022	4:42:21	0
646	12/01/2022	4:43:21	0.001
647	12/01/2022	4:44:21	0
648	12/01/2022	4:45:21	0.001
649	12/01/2022	4:46:21	0
650	12/01/2022	4:47:21	0
651	12/01/2022	4:48:21	0
652	12/01/2022	4:49:21	0
653	12/01/2022	4:50:21	0
654	12/01/2022	4:51:21	0.001
655	12/01/2022	4:52:21	0
656	12/01/2022	4:53:21	0
657	12/01/2022	4:54:21	0
658	12/01/2022	4:55:21	0
659	12/01/2022	4:56:21	0
660	12/01/2022	4:57:21	0.001
661	12/01/2022	4:58:21	0
662	12/01/2022	4:59:21	0
663	12/01/2022	5:00:21	0
664	12/01/2022	5:01:21	0
665	12/01/2022	5:02:21	0
666	12/01/2022	5:03:21	0
667	12/01/2022	5:04:21	0
668	12/01/2022	5:05:21	0
669	12/01/2022	5:06:21	0
670	12/01/2022	5:07:21	0
671	12/01/2022	5:08:21	0
672	12/01/2022	5:09:21	0.003
673	12/01/2022	5:10:21	0
674	12/01/2022	5:11:21	0
675	12/01/2022	5:12:21	0.001
676	12/01/2022	5:13:21	0
677	12/01/2022	5:14:21	0.001
678	12/01/2022	5:15:21	0
679	12/01/2022	5:16:21	0
680	12/01/2022	5:17:21	0
681	12/01/2022	5:18:21	0
682	12/01/2022	5:19:21	0
683	12/01/2022	5:20:21	0
684	12/01/2022	5:21:21	0
685	12/01/2022	5:22:21	0
686	12/01/2022	5:23:21	0.001
687	12/01/2022	5:24:21	0.001
688	12/01/2022	5:25:21	0
689	12/01/2022	5:26:21	0
690	12/01/2022	5:27:21	0
691	12/01/2022	5:28:21	0
692	12/01/2022	5:29:21	0
693	12/01/2022	5:30:21	0
694	12/01/2022	5:31:21	0
695	12/01/2022	5:32:21	0
696	12/01/2022	5:33:21	0.001
697	12/01/2022	5:34:21	0.001
698	12/01/2022	5:35:21	0
699	12/01/2022	5:36:21	0
700	12/01/2022	5:37:21	0
701	12/01/2022	5:38:21	0
702	12/01/2022	5:39:21	0
703	12/01/2022	5:40:21	0
704	12/01/2022	5:41:21	0
705	12/01/2022	5:42:21	0
706	12/01/2022	5:43:21	0
707	12/01/2022	5:44:21	0
708	12/01/2022	5:45:21	0.001
709	12/01/2022	5:46:21	0
710	12/01/2022	5:47:21	0
711	12/01/2022	5:48:21	0
712	12/01/2022	5:49:21	0
713	12/01/2022	5:50:21	0
714	12/01/2022	5:51:21	0
715	12/01/2022	5:52:21	0
716	12/01/2022	5:53:21	0
717	12/01/2022	5:54:21	0
718	12/01/2022	5:55:21	0
719	12/01/2022	5:56:21	0.002
720	12/01/2022	5:57:21	0
721	12/01/2022	5:58:21	0.001
722	12/01/2022	5:59:21	0
723	12/01/2022	6:00:21	0
724	12/01/2022	6:01:21	0.001
725	12/01/2022	6:02:21	0
726	12/01/2022	6:03:21	0
727	12/01/2022	6:04:21	0
728	12/01/2022	6:05:21	0
729	12/01/2022	6:06:21	0
730	12/01/2022	6:07:21	0
731	12/01/2022	6:08:21	0.001
732	12/01/2022	6:09:21	0
733	12/01/2022	6:10:21	0
734	12/01/2022	6:11:21	0
735	12/01/2022	6:12:21	0
736	12/01/2022	6:13:21	0
737	12/01/2022	6:14:21	0
738	12/01/2022	6:15:21	0.003
739	12/01/2022	6:16:21	0
740	12/01/2022	6:17:21	0
741	12/01/2022	6:18:21	0
742	12/01/2022	6:19:21	0
743	12/01/2022	6:20:21	0
744	12/01/2022	6:21:21	0
745	12/01/2022	6:22:21	0.001
746	12/01/2022	6:23:21	0
747	12/01/2022	6:24:21	0.001
748	12/01/2022	6:25:21	0.001
749	12/01/2022	6:26:21	0
750	12/01/2022	6:27:21	0
751	12/01/2022	6:28:21	0
752	12/01/2022	6:29:21	0
753	12/01/2022	6:30:21	0
754	12/01/2022	6:31:21	0
755	12/01/2022	6:32:21	0.002
756	12/01/2022	6:33:21	0
757	12/01/2022	6:34:21	0
758	12/01/2022	6:35:21	0
759	12/01/2022	6:36:21	0
760	12/01/2022	6:37:21	0
761	12/01/2022	6:38:21	0
762	12/01/2022	6:39:21	0
763	12/01/2022	6:40:21	0
764	12/01/2022	6:41:21	0
765	12/01/2022	6:42:21	0
766	12/01/2022	6:43:21	0
767	12/01/2022	6:44:21	0.001
768	12/01/2022	6:45:21	0
769	12/01/2022	6:46:21	0
770	12/01/2022	6:47:21	0
771	12/01/2022	6:48:21	0.001
772	12/01/2022	6:49:21	0
773	12/01/2022	6:50:21	0
774	12/01/2022	6:51:21	0
775	12/01/2022	6:52:21	0
776	12/01/2022	6:53:21	0.001
777	12/01/2022	6:54:21	0
778	12/01/2022	6:55:21	0
779	12/01/2022	6:56:21	0
780	12/01/2022	6:57:21	0
781	12/01/2022	6:58:21	0
782	12/01/2022	6:59:21	0
783	12/01/2022	7:00:21	0
784	12/01/2022	7:01:21	0
785	12/01/2022	7:02:21	0.001
786	12/01/2022	7:03:21	0
787	12/01/2022	7:04:21	0
788	12/01/2022	7:05:21	0
789	12/01/2022	7:06:21	0
790	12/01/2022	7:07:21	0
791	12/01/2022	7:08:21	0
